bathrooms,bedrooms,city,region,monthSold,homeType,livingArea,lotSize,price,yearBuilt,resoFacts.garageParkingCapacity,NearestSchoolDistance,NearestHospitalDistance,ShopsIn2Miles
2,3,Anaheim,Orange County,June,MANUFACTURED,1512,1906355,350000,1998,2,0.59533389,3.4673373,9
2,1,Anaheim,Orange County,July,CONDO,865,1000,400000,1996,0,0.47332801,5.83606662,28
2,2,Fullerton,Orange County,August,CONDO,933,,450000,1964,0,0.13966324,2.40840861,78
2,3,Fullerton,Orange County,August,MANUFACTURED,1510,,258900,1998,0,0.39247268,1.54088642,65
2,2,Fullerton,Orange County,July,MANUFACTURED,1758,,219000,1986,0,0.40014834,1.53754541,64
1,1,Garden Grove,Orange County,July,CONDO,767,,419000,1981,1,0.32453872,2.00007049,109
1,2,Placentia,Orange County,July,CONDO,845,,459000,1972,0,0.4236091,1.5787627,30
2,2,Placentia,Orange County,July,CONDO,929,,469000,1972,0,0.41939711,1.5340975,30
2,3,Ventura,Central Coast,August,SINGLE_FAMILY,1052,6000,272000,1958,0,2.34815953,1.94131668,1
2,2,Ventura,Central Coast,September,TOWNHOUSE,1127,1127,490000,1965,2,0.32994542,1.74261444,49
1,2,Oxnard,Central Coast,September,SINGLE_FAMILY,546,2668,395000,1940,0,0.24247345,1.26026977,55
1,2,Santa Paula,Central Coast,July,CONDO,826,,425000,1981,1,0.13627996,1.68893518,21
1,2,Santa Paula,Central Coast,August,SINGLE_FAMILY,708,4305,475000,1922,0,0.22239439,0.92141373,21
2,2,Santa Paula,Central Coast,September,MANUFACTURED,1344,0,273500,1989,0,0.59517102,2.21254053,21
2,3,Santa Paula,Central Coast,July,MANUFACTURED,1536,4327,485000,1984,2,0.37802633,2.39572789,17
2,2,Santa Paula,Central Coast,August,MANUFACTURED,1344,4766,470000,1984,2,0.41944758,2.44461378,16
2,2,Santa Paula,Central Coast,August,MANUFACTURED,1724,4420,475000,1985,2,0.40629768,2.43009661,17
2,2,Santa Barbara,Central Coast,August,CONDO,1300,788,233000,1981,0,0.58599413,0.48712273,150
3,3,Santa Barbara,Central Coast,July,MULTI_FAMILY,1500,4356,343000,1925,0,0.34130794,0.16422466,150
2,3,Shafter,Central Valley,July,SINGLE_FAMILY,1102,7405,320000,1961,2,0.25727003,13.86645718,43
1,3,Shafter,Central Valley,July,SINGLE_FAMILY,920,6098,235000,1930,1,0.23092135,14.05206288,43
2,3,Shafter,Central Valley,August,SINGLE_FAMILY,714,6534,300000,1946,0,0.26327279,14.01450446,43
,,Bakersfield,Central Valley,July,MULTI_FAMILY,2027,9147,260000,1940,0,0.45067191,2.56499363,20
,,Bakersfield,Central Valley,June,MULTI_FAMILY,1755,6098,265000,1983,0,0.41317955,2.05166049,8
1,3,Bakersfield,Central Valley,July,SINGLE_FAMILY,1611,6969,270000,1959,0,0.38359074,2.02207404,8
1,2,Bakersfield,Central Valley,August,SINGLE_FAMILY,848,4356,252000,1967,0,0.3674246,2.75306909,15
1,3,Bakersfield,Central Valley,August,SINGLE_FAMILY,1212,7405,305000,2007,1,0.60179263,1.67585549,6
2,3,Bakersfield,Central Valley,August,SINGLE_FAMILY,1136,6098,254000,1964,2,0.53386768,0.67501659,3
2,3,Bakersfield,Central Valley,August,SINGLE_FAMILY,1319,6097,290000,1961,1,0.52953391,1.29862028,4
2,3,Bakersfield,Central Valley,August,SINGLE_FAMILY,1130,6098,270000,1962,1,0.53247635,1.3075636,4
2,3,Bakersfield,Central Valley,August,SINGLE_FAMILY,1081,5227,275000,2003,2,0.52757451,1.88886631,3
2,3,Tehachapi,Central Valley,August,SINGLE_FAMILY,1416,7405,385000,1989,0,0.27603465,2.30903539,17
1,3,Tehachapi,Central Valley,August,SINGLE_FAMILY,1064,7405,257000,1956,0,0.14931506,1.04054712,18
2,4,Clovis,Central Valley,August,SINGLE_FAMILY,1858,6540,470000,2004,2,0.666476,0.737073,9
2,4,Clovis,Central Valley,July,SINGLE_FAMILY,1410,5000,425000,1995,2,0.18091764,1.90298654,23
2,3,Clovis,Central Valley,July,SINGLE_FAMILY,1770,8141,470000,1990,2,0.3925612,0.50386224,18
2,3,Clovis,Central Valley,September,SINGLE_FAMILY,1494,7000,465000,1994,2,0.22798192,0.84266718,27
3,3,Clovis,Central Valley,July,SINGLE_FAMILY,1796,9500,485000,1992,2,0.39255425,2.12375751,70
2,3,Clovis,Central Valley,September,SINGLE_FAMILY,1450,10530,461000,1988,2,0.76516009,2.04753347,78
2,4,Clovis,Central Valley,July,SINGLE_FAMILY,1550,7562,452000,1994,2,0.3317294,1.63516492,24
2,3,Clovis,Central Valley,July,SINGLE_FAMILY,1360,8611,462000,1994,2,0.24062078,1.82486446,34
3,4,Clovis,Central Valley,July,SINGLE_FAMILY,2395,18000,399000,1979,3,0.48627216,2.30490386,86
2,3,Clovis,Central Valley,September,SINGLE_FAMILY,1268,6743,317000,1972,2,0.36532249,3.88848556,27
2,4,Clovis,Central Valley,July,SINGLE_FAMILY,1677,7562,415000,1990,2,0.66731873,2.49746442,70
1,2,Clovis,Central Valley,August,SINGLE_FAMILY,1069,18630,395000,1950,0,0.30937442,1.81597877,40
2,4,Clovis,Central Valley,July,SINGLE_FAMILY,1639,6000,325000,1964,1,0.52014029,3.31998596,26
1,2,Clovis,Central Valley,September,CONDO,810,780,217230,1971,1,0.54172719,3.27371635,26
2,3,Clovis,Central Valley,August,SINGLE_FAMILY,1370,6100,360000,1960,2,0.85848941,2.76384199,47
2,3,Clovis,Central Valley,July,SINGLE_FAMILY,1291,8437,360000,2004,2,0.30989105,2.7137217,69
2,3,Clovis,Central Valley,August,SINGLE_FAMILY,2149,20800,480000,1958,2,0.51795675,3.48410307,21
2,3,Clovis,Central Valley,July,SINGLE_FAMILY,1313,6100,270000,1965,2,0.78855111,3.11068102,28
2,3,Clovis,Central Valley,September,SINGLE_FAMILY,1779,9471,441000,1981,2,0.63719784,1.88296541,84
1.5,3,Clovis,Central Valley,August,SINGLE_FAMILY,1288,6185,291000,1961,0,0.6462015,2.96981105,22
2,3,Clovis,Central Valley,August,SINGLE_FAMILY,1288,5941,375000,1961,2,0.71360774,2.82354444,21
3,3,Coarsegold,Central Valley,September,SINGLE_FAMILY,1892,56192,407000,1992,2,2.85150853,21.03605465,0
2,3,Coarsegold,Central Valley,August,SINGLE_FAMILY,1726,72745,335000,1990,2,2.58945504,21.90958649,0
1,3,Sanger,Central Valley,July,SINGLE_FAMILY,1020,15385,240000,1910,0,1.2390275,6.55539246,0
1,2,Sanger,Central Valley,July,SINGLE_FAMILY,1158,57499,485000,1931,1,1.14658488,9.2537325,1
,,Sanger,Central Valley,August,LOT,,1013205,220000,,0,4.72810717,10.1853481,0
2,3,Sanger,Central Valley,August,SINGLE_FAMILY,1464,87991,490000,1990,2,5.76967708,11.26387401,0
3,3,Sanger,Central Valley,September,SINGLE_FAMILY,1746,101616,450000,1978,2,1.61404627,6.57275911,0
1.5,3,Sanger,Central Valley,August,SINGLE_FAMILY,1704,87120,330000,2003,0,1.58147133,7.40171133,0
1,2,Fresno,Central Valley,July,SINGLE_FAMILY,898,8102,230000,1947,1,0.32017921,1.0850027,14
1,3,Fresno,Central Valley,August,SINGLE_FAMILY,968,7150,212000,1949,1,0.47041248,1.03495005,11
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1588,7380,327500,1951,0,0.48751171,1.05522164,11
2,4,Fresno,Central Valley,July,MULTI_FAMILY,1612,7801,298500,1953,2,0.34158132,0.58023501,36
1,3,Fresno,Central Valley,August,SINGLE_FAMILY,1282,7620,312000,1945,1,0.03962091,0.49078584,36
1,3,Fresno,Central Valley,July,SINGLE_FAMILY,1074,7620,309900,1948,0,0.0680053,0.44775992,35
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1464,5458,355550,1983,2,0.21500435,2.57057468,5
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1473,10981,320000,1954,0,0.37032594,1.46889336,7
1,2,Fresno,Central Valley,July,SINGLE_FAMILY,1102,9680,283000,1951,1,0.40280012,1.01193905,10
3,4,Fresno,Central Valley,July,SINGLE_FAMILY,2220,7601,390000,1949,1,0.36889516,0.97665788,10
2,3,Fresno,Central Valley,September,SINGLE_FAMILY,1359,6481,355000,1950,2,0.42322693,0.84245208,12
1,3,Fresno,Central Valley,June,SINGLE_FAMILY,1068,7620,270000,1944,1,0.13722005,0.41484453,38
1,4,Fresno,Central Valley,July,SINGLE_FAMILY,1102,7620,261000,1950,0,0.29934411,1.03744092,7
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1500,8102,350000,1949,1,0.4082294,0.28814874,35
1,2,Fresno,Central Valley,July,SINGLE_FAMILY,844,6708,227000,1925,0,0.26723118,0.93007471,70
1,2,Fresno,Central Valley,August,SINGLE_FAMILY,902,7424,290000,1950,1,0.34903484,0.83958048,11
2.5,4,Fresno,Central Valley,August,SINGLE_FAMILY,1774,9408,230000,1955,0,0.27683419,1.99027853,7
3,3,Fresno,Central Valley,August,SINGLE_FAMILY,1268,8102,340000,1946,1,0.43876799,0.20995865,36
1,2,Fresno,Central Valley,September,SINGLE_FAMILY,1110,7701,310000,1939,2,0.25977485,0.25029163,36
1,4,Fresno,Central Valley,September,SINGLE_FAMILY,1631,6721,266000,1947,0,0.25430239,0.73485664,54
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1225,6600,327000,1992,2,0.21842883,0.72851467,52
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1690,,250000,,0,0.09354683,0.86874843,72
2,3,Fresno,Central Valley,June,SINGLE_FAMILY,1136,8875,327000,1955,2,0.43255873,2.01521053,5
2,2,Fresno,Central Valley,September,SINGLE_FAMILY,1286,8102,315000,1948,1,0.32766656,0.19331817,35
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1605,10149,369400,1953,2,0.27334831,2.18962799,5
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1278,6054,285000,1970,0,0.11472108,1.00511725,10
1,2,Fresno,Central Valley,September,SINGLE_FAMILY,879,8102,275000,1950,1,0.16641327,0.31924726,29
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1492,6381,335000,1955,2,0.15345958,1.1320449,10
1,3,Fresno,Central Valley,July,SINGLE_FAMILY,1328,6050,290000,1961,0,0.09967041,0.97848881,38
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1366,6400,313000,1940,1,0.2311649,1.10305808,32
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1877,6600,370000,1950,1,0.36436641,0.60834117,17
1,3,Fresno,Central Valley,July,SINGLE_FAMILY,1118,6840,290000,1949,1,0.38081849,0.72243334,28
4,4,Fresno,Central Valley,August,MULTI_FAMILY,2490,9100,488000,1951,4,0.15187519,0.80365268,32
1,2,Fresno,Central Valley,July,SINGLE_FAMILY,1240,7085,280000,1954,2,0.20364409,0.78312007,11
1,2,Fresno,Central Valley,June,SINGLE_FAMILY,1002,7620,280000,1942,2,0.29499598,1.18248615,25
2,4,Fresno,Central Valley,August,SINGLE_FAMILY,1702,7980,270000,1951,1,0.12946752,0.99991968,7
1,3,Fresno,Central Valley,July,SINGLE_FAMILY,1175,7797,330000,1952,0,0.34452429,1.1909885,7
1,2,Fresno,Central Valley,July,SINGLE_FAMILY,1116,6600,225000,1949,0,0.27433061,1.18323593,7
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1353,9408,270000,1955,0,0.16969649,1.24198374,8
3,3,Fresno,Central Valley,August,SINGLE_FAMILY,1550,6600,410000,1950,2,0.52151005,1.32454839,9
1,3,Fresno,Central Valley,July,SINGLE_FAMILY,1193,9144,322500,1952,2,0.50954981,1.58688761,9
2,2,Fresno,Central Valley,September,SINGLE_FAMILY,1099,6600,285000,1950,1,0.37927244,1.66563758,7
2.5,3,Fresno,Central Valley,June,SINGLE_FAMILY,2618,11238,390000,1968,0,0.3443735,1.75933373,7
2,3,Fresno,Central Valley,September,SINGLE_FAMILY,1345,9248,354900,1956,2,0.30025084,1.98018016,6
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1066,8970,339900,1956,2,0.07383629,2.0536014,7
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1598,6700,260000,1979,2,0.19991492,2.09720052,6
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1692,9720,385000,1954,2,0.35375814,2.22954356,5
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1783,6000,330000,1968,0,0.12747645,2.26525346,7
2,3,Fresno,Central Valley,June,SINGLE_FAMILY,1886,9720,388500,1954,2,0.32465079,2.29544814,5
2,3,Fresno,Central Valley,September,SINGLE_FAMILY,1116,9546,360000,1954,1,0.12897899,2.34151652,5
2,3,Fresno,Central Valley,September,SINGLE_FAMILY,1016,7650,297000,1954,2,0.41335822,2.48414643,4
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1552,15002,450000,1968,2,0.19281751,2.49787056,5
1,2,Fresno,Central Valley,July,SINGLE_FAMILY,852,6851,265000,1923,1,0.33805667,1.13658847,71
1,2,Fresno,Central Valley,June,SINGLE_FAMILY,960,6651,315000,1937,1,0.2354871,0.95526336,32
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1286,6751,320000,1946,0,0.1492913,1.20187607,171
3,4,Fresno,Central Valley,June,SINGLE_FAMILY,1350,6250,360000,1925,0,0.32030837,0.89153297,32
1,2,Fresno,Central Valley,August,SINGLE_FAMILY,680,6250,290000,1946,1,0.50793376,0.89527266,34
1,2,Fresno,Central Valley,August,SINGLE_FAMILY,959,15594,325000,1952,0,0.4472743,0.86525727,32
2,4,Fresno,Central Valley,June,SINGLE_FAMILY,1367,8102,325000,1949,1,0.45224025,0.90192334,34
1,3,Fresno,Central Valley,September,SINGLE_FAMILY,1226,6851,246000,1925,1,0.36953868,0.99790049,61
1,2,Fresno,Central Valley,August,SINGLE_FAMILY,920,6000,265000,1948,1,0.33610486,0.89877663,38
1,2,Fresno,Central Valley,July,SINGLE_FAMILY,847,7000,255000,1950,1,0.35555703,0.74831707,32
1.5,3,Fresno,Central Valley,August,SINGLE_FAMILY,1324,7797,300000,1950,0,0.11270751,1.47870871,150
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1736,9720,416000,1962,2,0.26160596,0.80541773,221
1,3,Fresno,Central Valley,July,SINGLE_FAMILY,1253,8631,310000,1947,2,0.18619245,0.8461947,115
3,5,Fresno,Central Valley,June,MULTI_FAMILY,2858,9630,450000,1949,2,0.26643822,1.31255877,34
2,3,Fresno,Central Valley,September,SINGLE_FAMILY,1514,7920,290000,1922,0,0.2595648,1.37497855,37
1,3,Fresno,Central Valley,July,SINGLE_FAMILY,1456,6242,380000,1944,1,0.11722246,1.62900438,37
2,4,Fresno,Central Valley,August,MULTI_FAMILY,1794,6375,385555,1982,2,0.4477477,0.96156283,34
1.75,3,Fresno,Central Valley,June,SINGLE_FAMILY,1550,7562,392500,1946,0,0.24165182,1.80297996,36
1,3,Fresno,Central Valley,August,SINGLE_FAMILY,1252,7435,365000,1952,2,0.0686296,1.82525194,36
2,3,Fresno,Central Valley,July,CONDO,1567,2561,339900,1981,2,0.3100405,0.8698833,288
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1769,6351,385000,1947,1,0.26821517,1.66083691,57
1,2,Fresno,Central Valley,July,SINGLE_FAMILY,959,6700,350000,1921,2,0.18530495,1.54052601,37
1,2,Fresno,Central Valley,July,SINGLE_FAMILY,1000,1999,200000,1939,0,0.36924897,1.73153587,78
3,4,Fresno,Central Valley,August,SINGLE_FAMILY,2102,8842,398000,2002,0,0.09898121,2.30948353,86
2,3,Fresno,Central Valley,September,SINGLE_FAMILY,1602,9375,426000,1950,1,0.24874101,2.16002838,177
1,1,Fresno,Central Valley,June,CONDO,822,1269,200000,1973,0,0.54112142,1.31752064,200
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1700,9450,455000,1980,2,0.52552569,1.34540463,200
1.5,4,Fresno,Central Valley,July,SINGLE_FAMILY,2042,6316,280000,1961,0,0.41553837,1.58673515,79
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1928,10530,440000,1980,2,0.48674486,1.29810178,202
2,2,Fresno,Central Valley,July,SINGLE_FAMILY,1660,3441,340000,1973,2,0.39389522,1.43894267,205
3,4,Fresno,Central Valley,September,SINGLE_FAMILY,1880,9073,427900,1962,2,0.31893871,0.97401712,205
3,3,Fresno,Central Valley,July,SINGLE_FAMILY,1676,9090,410000,1960,2,0.17325544,0.89621701,238
1.5,3,Fresno,Central Valley,July,SINGLE_FAMILY,1726,10541,400000,1962,0,0.40740468,1.0447642,297
1,2,Fresno,Central Valley,July,SINGLE_FAMILY,1480,6500,355000,1945,1,0.48702145,1.45118069,66
2,3,Fresno,Central Valley,September,CONDO,1580,2200,405000,1983,2,0.43792904,0.92138829,304
1.5,3,Fresno,Central Valley,July,SINGLE_FAMILY,2042,8058,394000,1965,0,0.0745067,1.35989092,221
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1816,8999,365000,1977,0,0.25678554,1.42848893,216
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1365,9039,349900,1960,0,0.58482746,0.82055995,267
2,4,Fresno,Central Valley,June,SINGLE_FAMILY,2196,10395,448500,1956,2,0.44195616,1.02289587,233
2,2,Fresno,Central Valley,August,CONDO,1345,2178,354000,1988,2,0.25394971,1.22183562,223
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1181,7832,365000,1932,2,0.43772673,1.21249793,37
1,3,Fresno,Central Valley,August,SINGLE_FAMILY,1245,8102,369900,1930,1,0.27994717,1.24678814,34
1.5,3,Fresno,Central Valley,July,SINGLE_FAMILY,1614,9931,310000,1961,0,0.2251115,2.24459135,162
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1152,7400,345000,1948,2,0.25373623,2.12993367,81
2,3,Fresno,Central Valley,September,SINGLE_FAMILY,1529,6600,405000,1964,2,0.21246867,1.05568025,135
1,2,Fresno,Central Valley,July,CONDO,1172,3049,200000,1978,0,0.08409979,1.32414988,128
1,2,Fresno,Central Valley,July,CONDO,1096,1710,220000,1978,0,0.08289549,1.31388713,129
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,2152,8041,400000,1963,0,0.22646893,1.1738164,136
2,3,Fresno,Central Valley,September,SINGLE_FAMILY,1408,6900,388000,1963,2,0.17516879,1.21791357,135
2.5,3,Fresno,Central Valley,July,SINGLE_FAMILY,1892,25918,309000,1959,0,0.17436052,0.35557351,196
2,3,Fresno,Central Valley,June,SINGLE_FAMILY,1464,9000,415000,1961,3,0.37504491,1.07646692,134
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1809,9021,421000,1967,0,0.29696915,0.70566668,141
2,4,Fresno,Central Valley,August,SINGLE_FAMILY,1355,7200,390000,1972,2,0.56741398,0.2706885,117
3,4,Fresno,Central Valley,June,SINGLE_FAMILY,2294,9901,469000,1970,2,0.356064,0.74661579,138
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1794,6634,455000,1973,2,0.81631472,1.1037977,68
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1671,7236,417500,1975,0,0.89648579,1.22564868,69
2,3,Fresno,Central Valley,September,SINGLE_FAMILY,1784,6696,450000,1975,2,0.82769132,1.2371434,66
2,3,Fresno,Central Valley,August,CONDO,1176,1176,279000,1981,1,0.3739871,0.23504448,239
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,2069,6800,435000,1980,2,0.86885024,1.49193066,75
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1302,8800,425000,1983,2,0.71255214,1.6277781,75
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1671,7040,450000,1975,2,0.60895506,1.72901298,76
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1708,9000,440000,1978,2,0.70923103,1.71590662,78
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1834,8800,460000,1976,2,0.46548808,1.87267875,80
2,2,Fresno,Central Valley,July,SINGLE_FAMILY,1422,15827,360000,1974,3,0.47464799,0.90958533,156
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1824,10050,415000,1960,0,0.4325885,0.87733585,156
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1300,7666,417770,1977,2,0.23514281,0.16930887,271
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1502,7000,415000,1977,2,0.2944124,0.16217503,267
1.5,3,Fresno,Central Valley,August,SINGLE_FAMILY,1588,6403,265000,1961,0,0.24827615,0.96444986,158
1.5,3,Fresno,Central Valley,June,SINGLE_FAMILY,1801,7361,323000,1971,0,0.41287751,0.49732961,207
2,4,Fresno,Central Valley,August,SINGLE_FAMILY,1786,9450,430000,1963,2,0.17399014,0.8875304,135
2,3,Fresno,Central Valley,September,SINGLE_FAMILY,1444,6100,395000,1965,2,0.70564329,1.12810293,131
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1846,9247,425500,1965,0,0.24244586,0.8942176,135
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1626,6000,412000,1965,2,0.1863137,0.41614484,194
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1500,10360,390000,1958,2,0.44333732,0.96111187,134
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1644,9620,389000,1958,0,0.49187667,0.9717162,134
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1568,9620,328000,1961,2,0.31258473,0.85236909,139
3,6,Fresno,Central Valley,August,SINGLE_FAMILY,2464,,485000,,0,0.51198563,0.93438702,137
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1860,7666,283000,1984,0,0.30071757,0.3244142,237
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1725,12349,445000,1970,2,0.38692386,0.55639228,226
2,4,Fresno,Central Valley,July,SINGLE_FAMILY,1796,6200,460000,1970,2,0.1119865,0.5787841,198
2,2,Fresno,Central Valley,July,SINGLE_FAMILY,1315,3711,302000,1982,2,0.48567455,0.49566478,140
1.75,3,Fresno,Central Valley,July,SINGLE_FAMILY,1794,6912,272000,1974,0,1.00340047,1.33926716,69
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1834,8800,422500,1968,2,0.2851364,0.49194717,231
2,3,Fresno,Central Valley,September,SINGLE_FAMILY,1480,7801,390000,1971,2,0.2724583,0.3134453,119
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1652,7370,435000,1970,0,0.43339664,0.38830155,221
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1799,9021,430000,1975,2,0.96368832,1.29072172,69
1.5,3,Fresno,Central Valley,June,SINGLE_FAMILY,1901,7710,311500,1972,0,0.86156589,0.94999342,65
2,3,Fresno,Central Valley,August,TOWNHOUSE,1164,798,263000,1972,1,0.56972609,0.20294024,136
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1671,10476,453950,1973,2,0.77899876,0.97256798,65
2,3,Fresno,Central Valley,September,SINGLE_FAMILY,1794,6600,455000,1973,2,0.69129361,0.99616964,66
2,3,Fresno,Central Valley,September,SINGLE_FAMILY,1514,7680,435000,1977,2,0.69408613,0.59526142,66
2,3,Fresno,Central Valley,September,SINGLE_FAMILY,1626,6200,397000,1964,2,0.21082582,0.58058252,185
2,3,Fresno,Central Valley,June,SINGLE_FAMILY,1596,6000,374950,1964,2,0.19845904,0.63883084,181
2,2,Fresno,Central Valley,July,CONDO,1506,1800,299900,1982,2,0.49502037,0.42431351,142
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,1671,7305,459000,1979,2,0.38320186,1.67593613,203
2,2,Fresno,Central Valley,August,SINGLE_FAMILY,1470,4033,340000,1987,2,0.18974801,1.8224607,127
2,3,Fresno,Central Valley,June,SINGLE_FAMILY,1434,6360,450000,1977,2,0.22836351,1.82720713,165
3,4,Fresno,Central Valley,August,SINGLE_FAMILY,2852,10580,460000,1979,2,0.55436369,1.94602046,206
3,3,Fresno,Central Valley,August,SINGLE_FAMILY,2136,17028,400000,1958,0,0.36580183,2.18708906,137
2,4,Fresno,Central Valley,July,SINGLE_FAMILY,1750,7501,465950,1977,2,0.15732301,2.15074708,165
2.5,3,Fresno,Central Valley,July,SINGLE_FAMILY,2106,9452,375000,1969,0,0.2479063,2.18913065,143
1.5,3,Fresno,Central Valley,August,CONDO,1788,2482,340000,1975,0,0.38629881,2.47639738,105
3,5,Fresno,Central Valley,July,SINGLE_FAMILY,2644,19501,470000,1967,2,0.5829913,2.63544919,106
2,2,Fresno,Central Valley,August,CONDO,1684,3402,330000,1982,2,0.82913813,3.52486282,65
2,3,Fresno,Central Valley,June,SINGLE_FAMILY,1671,9945,425000,1976,2,0.86375731,3.65150307,65
3,3,Fresno,Central Valley,July,CONDO,1935,2475,445000,1986,2,1.41917915,0.50282729,112
3,3,Fresno,Central Valley,August,SINGLE_FAMILY,1203,1800,353000,2013,1,0.28600385,3.78434702,59
2,4,Fresno,Central Valley,August,SINGLE_FAMILY,1769,7920,395000,1976,2,0.96756469,3.83928741,62
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1206,6200,361500,1975,2,0.82056708,3.90151552,68
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1578,8581,414000,1976,2,0.58189412,4.03929528,67
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1439,7492,290000,1976,0,0.6219037,4.04489451,67
3,4,Fresno,Central Valley,August,SINGLE_FAMILY,1730,3500,400000,2007,2,0.57429085,4.3274153,69
2,2,Fresno,Central Valley,August,SINGLE_FAMILY,1728,6000,380000,1983,2,0.28618909,4.260951,21
2,2,Fresno,Central Valley,July,CONDO,1017,1050,230000,1985,1,0.35499582,4.36286533,75
2,2,Fresno,Central Valley,July,CONDO,1017,1050,242500,1985,1,0.37273243,4.37695394,74
2,2,Fresno,Central Valley,September,SINGLE_FAMILY,1618,6000,395000,1988,2,0.31585793,4.28948743,21
1,1,Fresno,Central Valley,September,CONDO,1053,1050,265000,1975,0,0.7750481,2.78706745,102
2,3,Fresno,Central Valley,June,SINGLE_FAMILY,1869,13200,485000,1958,2,0.54775822,2.42767282,115
2,3,Fresno,Central Valley,August,CONDO,1427,1740,292000,1985,1,0.46907884,4.36378118,65
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1427,1886,309990,1983,1,0.46907884,4.36378118,65
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1427,2001,315000,1986,1,0.46907884,4.36378118,65
2,2,Fresno,Central Valley,September,SINGLE_FAMILY,2063,4988,369000,1984,2,0.32384412,2.52278938,105
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1803,7040,425000,1992,3,0.1109616,4.41224342,59
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1819,7448,410000,1992,2,0.61260548,3.61008608,65
2,3,Fresno,Central Valley,September,SINGLE_FAMILY,1860,9639,430000,1979,2,0.37749747,2.07534049,205
2,2,Fresno,Central Valley,July,SINGLE_FAMILY,1506,1920,329500,1985,2,0.40386597,2.34884739,142
2,2,Fresno,Central Valley,September,SINGLE_FAMILY,1309,3388,340000,1985,2,0.46501515,2.44008084,110
2,2,Fresno,Central Valley,August,CONDO,1224,1008,247000,1985,1,0.09567132,2.01573571,166
2,3,Fresno,Central Valley,June,SINGLE_FAMILY,1633,6900,454000,1984,2,1.06646419,0.5230414,118
2,3,Fresno,Central Valley,August,SINGLE_FAMILY,1398,6000,465000,1980,2,1.07447882,0.33565218,115
1.5,3,Fresno,Central Valley,June,SINGLE_FAMILY,1406,5967,425000,1989,0,0.40762601,1.04168895,135
3,4,Fresno,Central Valley,July,SINGLE_FAMILY,1796,4704,475000,1991,2,0.21584019,1.28237796,133
3,4,Fresno,Central Valley,July,SINGLE_FAMILY,2261,6316,480000,1991,0,0.31399083,1.16663249,134
